driver_race,location,n_stops,county_population
Hispanic drivers,55043,32.0,475.0
White drivers,55043,2712.0,40083.0
Black drivers,55045,38.0,124.0
Hispanic drivers,55045,40.0,663.0
White drivers,55045,1458.0,28313.0
Black drivers,55047,5.0,76.0
Hispanic drivers,55047,8.0,531.0
White drivers,55047,272.0,14366.0
Black drivers,55049,37.0,65.0
Hispanic drivers,55049,24.0,241.0
White drivers,55049,1670.0,18266.0
Black drivers,55051,2.0,6.0
Hispanic drivers,55051,4.0,31.0
White drivers,55051,425.0,4959.0
Black drivers,55053,396.0,384.0
Hispanic drivers,55053,185.0,394.0
White drivers,55053,4393.0,14594.0
Black drivers,55055,624.0,495.0
Hispanic drivers,55055,303.0,3600.0
White drivers,55055,4676.0,62213.0
Black drivers,55057,387.0,538.0
Hispanic drivers,55057,155.0,505.0
White drivers,55057,3716.0,20130.0
Black drivers,55059,814.0,7871.0
Hispanic drivers,55059,594.0,13330.0
White drivers,55059,4111.0,106162.0
Black drivers,55061,2.0,57.0
Hispanic drivers,55061,3.0,295.0
White drivers,55061,151.0,15895.0
Black drivers,55063,199.0,1154.0
Hispanic drivers,55063,117.0,1326.0
White drivers,55063,3894.0,87940.0
Black drivers,55065,21.0,32.0
Hispanic drivers,55065,23.0,374.0
White drivers,55065,895.0,12588.0
Black drivers,55067,1.0,88.0
Hispanic drivers,55067,6.0,201.0
White drivers,55067,332.0,15495.0
Black drivers,55069,7.0,156.0
Hispanic drivers,55069,7.0,241.0
White drivers,55069,999.0,22722.0
Black drivers,55071,158.0,322.0
Hispanic drivers,55071,113.0,1626.0
White drivers,55071,2545.0,61444.0
Black drivers,55073,72.0,609.0
Hispanic drivers,55073,79.0,2041.0
White drivers,55073,4195.0,98480.0
Black drivers,55075,6.0,104.0
Hispanic drivers,55075,11.0,407.0
White drivers,55075,638.0,33066.0
Black drivers,55077,32.0,56.0
Hispanic drivers,55077,35.0,282.0
White drivers,55077,1476.0,11968.0
Black drivers,55079,407.0,180115.0
Hispanic drivers,55079,171.0,88264.0
White drivers,55079,947.0,435133.0
Black drivers,55081,463.0,424.0
Hispanic drivers,55081,231.0,1014.0
White drivers,55081,6263.0,32710.0
Black drivers,55083,20.0,69.0
Hispanic drivers,55083,26.0,372.0
White drivers,55083,2012.0,29501.0
Black drivers,55085,11.0,127.0
Hispanic drivers,55085,15.0,305.0
White drivers,55085,1739.0,29113.0
Black drivers,55087,67.0,1359.0
Hispanic drivers,55087,91.0,4492.0
White drivers,55087,2224.0,128437.0
Black drivers,55089,224.0,955.0
Hispanic drivers,55089,126.0,1482.0
White drivers,55089,1733.0,65879.0
Black drivers,55091,2.0,16.0
Hispanic drivers,55091,3.0,61.0
White drivers,55091,223.0,5804.0
Black drivers,55093,6.0,176.0
Hispanic drivers,55093,3.0,495.0
White drivers,55093,448.0,31484.0
Black drivers,55095,16.0,94.0
Hispanic drivers,55095,18.0,483.0
White drivers,55095,1249.0,33868.0
Black drivers,55097,53.0,326.0
Hispanic drivers,55097,105.0,1307.0
White drivers,55097,2839.0,54012.0
Black drivers,55099,2.0,35.0
Hispanic drivers,55099,2.0,126.0
White drivers,55099,432.0,11249.0
Black drivers,55101,831.0,15565.0
Hispanic drivers,55101,492.0,15402.0
White drivers,55101,3375.0,118764.0
Black drivers,55103,8.0,68.0
Hispanic drivers,55103,13.0,232.0
White drivers,55103,713.0,13705.0
Black drivers,55105,598.0,5532.0
Hispanic drivers,55105,371.0,7904.0
White drivers,55105,3954.0,110139.0
Black drivers,55107,8.0,46.0
Hispanic drivers,55107,9.0,144.0
White drivers,55107,1200.0,11370.0
Black drivers,55109,389.0,417.0
Hispanic drivers,55109,192.0,1193.0
White drivers,55109,5133.0,63137.0
Black drivers,55111,250.0,266.0
Hispanic drivers,55111,200.0,1795.0
White drivers,55111,3327.0,46975.0
Black drivers,55113,1.0,66.0
Hispanic drivers,55113,4.0,189.0
White drivers,55113,583.0,11038.0
Black drivers,55115,32.0,97.0
Hispanic drivers,55115,51.0,616.0
White drivers,55115,2713.0,30061.0
Black drivers,55117,83.0,1386.0
Hispanic drivers,55117,75.0,4158.0
White drivers,55117,1219.0,81800.0
Black drivers,55119,1.0,38.0
Hispanic drivers,55119,5.0,211.0
White drivers,55119,344.0,15812.0
Black drivers,55121,177.0,62.0
Hispanic drivers,55121,140.0,1060.0
White drivers,55121,2569.0,21704.0
Black drivers,55123,4.0,79.0
Hispanic drivers,55123,3.0,269.0
White drivers,55123,262.0,22731.0
Black drivers,55125,7.0,32.0
Hispanic drivers,55125,6.0,223.0
White drivers,55125,1138.0,16165.0
Black drivers,55127,129.0,798.0
Hispanic drivers,55127,113.0,7144.0
White drivers,55127,1669.0,73240.0
Black drivers,55129,9.0,31.0
Hispanic drivers,55129,7.0,154.0
White drivers,55129,977.0,12428.0
Black drivers,55131,67.0,897.0
Hispanic drivers,55131,42.0,2318.0
White drivers,55131,944.0,100668.0
Black drivers,55133,434.0,3795.0
Hispanic drivers,55133,256.0,11542.0
White drivers,55133,2840.0,288946.0
Black drivers,55135,18.0,122.0
Hispanic drivers,55135,33.0,910.0
White drivers,55135,1633.0,40739.0
Black drivers,55137,47.0,449.0
Hispanic drivers,55137,60.0,900.0
White drivers,55137,1326.0,18610.0
Black drivers,55139,178.0,2436.0
Hispanic drivers,55139,161.0,3918.0
White drivers,55139,4407.0,125707.0
Black drivers,55141,16.0,303.0
Hispanic drivers,55141,27.0,1133.0
White drivers,55141,1158.0,56588.0
Black drivers,A1,1031.0,1818.0
Hispanic drivers,A1,260.0,2157.0
White drivers,A1,11901.0,43456.0
Black drivers,A2,5477.0,25182.0
Hispanic drivers,A2,217.0,986.0
White drivers,A2,4127.0,19370.0
Black drivers,A3,3768.0,19241.0
Hispanic drivers,A3,292.0,1850.0
White drivers,A3,7733.0,40353.0
Black drivers,A4,4715.0,16860.0
Hispanic drivers,A4,1045.0,2951.0
White drivers,A4,11918.0,36489.0
Black drivers,A5,6741.0,53306.0
Hispanic drivers,A5,917.0,7017.0
White drivers,A5,9236.0,92738.0
Black drivers,A6,2158.0,19390.0
Hispanic drivers,A6,394.0,5208.0
White drivers,A6,6507.0,65836.0
Black drivers,A7,2623.0,21100.0
Hispanic drivers,A7,745.0,2972.0
White drivers,A7,5273.0,30265.0
Black drivers,A8,985.0,3267.0
Hispanic drivers,A8,315.0,1789.0
White drivers,A8,7669.0,50517.0
Black drivers,B2,2711.0,13315.0
Hispanic drivers,B2,2090.0,7120.0
White drivers,B2,4389.0,27813.0
Black drivers,B3,1671.0,20524.0
Hispanic drivers,B3,477.0,14705.0
White drivers,B3,6715.0,97336.0
Black drivers,B4,3801.0,19419.0
Hispanic drivers,B4,2015.0,10234.0
White drivers,B4,9465.0,59563.0
Black drivers,B5,5797.0,23261.0
Hispanic drivers,B5,1055.0,3364.0
White drivers,B5,10374.0,44459.0
Black drivers,B6,3597.0,33625.0
Hispanic drivers,B6,867.0,11213.0
White drivers,B6,15274.0,221048.0
Black drivers,B7,4071.0,25018.0
Hispanic drivers,B7,1546.0,6472.0
White drivers,B7,4826.0,30278.0
Black drivers,B8,7235.0,108229.0
Hispanic drivers,B8,1532.0,32444.0
White drivers,B8,10407.0,181018.0
Black drivers,C1,7072.0,53367.0
Hispanic drivers,C1,761.0,5262.0
White drivers,C1,6436.0,58527.0
Black drivers,C2,2065.0,30094.0
Hispanic drivers,C2,1024.0,8375.0
White drivers,C2,3563.0,56180.0
Black drivers,C3,9524.0,152619.0
Hispanic drivers,C3,2389.0,63582.0
White drivers,C3,14858.0,481986.0
Black drivers,C4,5959.0,38747.0
Hispanic drivers,C4,927.0,5461.0
White drivers,C4,5715.0,54841.0
Black drivers,C5,3002.0,31022.0
Hispanic drivers,C5,897.0,6977.0
White drivers,C5,3589.0,42005.0
Black drivers,C6,4037.0,20636.0
Hispanic drivers,C6,1601.0,14598.0
White drivers,C6,9457.0,98194.0
Black drivers,C7,5581.0,100274.0
Hispanic drivers,C7,1324.0,28322.0
White drivers,C7,5274.0,132585.0
Black drivers,C8,5532.0,32282.0
Hispanic drivers,C8,386.0,1125.0
White drivers,C8,4695.0,24660.0
Black drivers,D1,2376.0,8813.0
Hispanic drivers,D1,1200.0,7152.0
White drivers,D1,5628.0,28843.0
Black drivers,D2,7189.0,129041.0
Hispanic drivers,D2,1108.0,24660.0
White drivers,D2,8921.0,225528.0
Black drivers,D3,2115.0,14098.0
Hispanic drivers,D3,490.0,3365.0
White drivers,D3,6056.0,56351.0
Black drivers,D4,1534.0,14888.0
Hispanic drivers,D4,211.0,1587.0
White drivers,D4,3070.0,33524.0
Black drivers,D5,3242.0,23002.0
Hispanic drivers,D5,738.0,11503.0
White drivers,D5,6632.0,85599.0
Black drivers,D6,3004.0,6438.0
Hispanic drivers,D6,1436.0,9575.0
White drivers,D6,11045.0,94119.0
Black drivers,D7,3907.0,20442.0
Hispanic drivers,D7,994.0,12924.0
White drivers,D7,7554.0,122906.0
Black drivers,E1,2616.0,11599.0
Hispanic drivers,E1,804.0,6726.0
White drivers,E1,8889.0,109546.0
Black drivers,E2,1833.0,9271.0
Hispanic drivers,E2,635.0,3863.0
White drivers,E2,6167.0,55794.0
Black drivers,E3,4128.0,17193.0
Hispanic drivers,E3,885.0,6795.0
White drivers,E3,9318.0,83981.0
Black drivers,E4,3500.0,71797.0
Hispanic drivers,E4,1125.0,27161.0
White drivers,E4,10003.0,175736.0
Black drivers,E5,1461.0,3711.0
Hispanic drivers,E5,1084.0,5356.0
White drivers,E5,11462.0,86812.0
Black drivers,E6,3839.0,22155.0
Hispanic drivers,E6,836.0,11414.0
White drivers,E6,8054.0,105426.0
Black drivers,E7,1268.0,3036.0
Hispanic drivers,E7,741.0,4100.0
White drivers,E7,7295.0,56079.0
Black drivers,F1,818.0,4614.0
Hispanic drivers,F1,422.0,3312.0
White drivers,F1,8377.0,62318.0
Black drivers,F2,885.0,2619.0
Hispanic drivers,F2,1158.0,4086.0
White drivers,F2,14347.0,80001.0
Black drivers,F3,759.0,3819.0
Hispanic drivers,F3,472.0,3812.0
White drivers,F3,13145.0,102053.0
Black drivers,F4,3211.0,16647.0
Hispanic drivers,F4,1316.0,8758.0
White drivers,F4,16992.0,129999.0
Black drivers,F5,2529.0,13670.0
Hispanic drivers,F5,1835.0,12353.0
White drivers,F5,17144.0,154713.0
Black drivers,G1,332.0,1152.0
Hispanic drivers,G1,461.0,1912.0
White drivers,G1,9055.0,56141.0
Black drivers,G2,1261.0,6641.0
Hispanic drivers,G2,542.0,3199.0
White drivers,G2,10007.0,79533.0
Black drivers,G3,1635.0,4370.0
Hispanic drivers,G3,1296.0,8405.0
White drivers,G3,12641.0,119957.0
Black drivers,G4,1082.0,12182.0
Hispanic drivers,G4,657.0,10220.0
White drivers,G4,10496.0,176039.0
Black drivers,G5,1121.0,1254.0
Hispanic drivers,G5,687.0,2749.0
White drivers,G5,10710.0,75359.0
Black drivers,G6,419.0,867.0
Hispanic drivers,G6,528.0,2635.0
White drivers,G6,12042.0,69771.0
Black drivers,H1,2664.0,24443.0
Hispanic drivers,H1,535.0,8543.0
White drivers,H1,7160.0,129137.0
Black drivers,H2,2863.0,21715.0
Hispanic drivers,H2,338.0,2451.0
White drivers,H2,4250.0,35589.0
Black drivers,H3,4514.0,28630.0
Hispanic drivers,H3,905.0,15125.0
White drivers,H3,8490.0,131349.0
Black drivers,H4,2221.0,15323.0
Hispanic drivers,H4,320.0,1905.0
White drivers,H4,5353.0,59253.0
Black drivers,H5,10014.0,232619.0
Hispanic drivers,H5,1875.0,83293.0
White drivers,H5,12882.0,401253.0
Black drivers,H6,2222.0,22110.0
Hispanic drivers,H6,612.0,7446.0
White drivers,H6,3952.0,75795.0
Black drivers,ILLINOIS STATE POLICE 01,725.0,2670.0
Hispanic drivers,ILLINOIS STATE POLICE 01,768.0,9430.0
White drivers,ILLINOIS STATE POLICE 01,8933.0,114971.0
Black drivers,ILLINOIS STATE POLICE 02,2492.0,98195.0
Hispanic drivers,ILLINOIS STATE POLICE 02,3206.0,326116.0
White drivers,ILLINOIS STATE POLICE 02,8616.0,1413738.0
Black drivers,ILLINOIS STATE POLICE 03,15837.0,975179.0
Hispanic drivers,ILLINOIS STATE POLICE 03,6136.0,918995.0
White drivers,ILLINOIS STATE POLICE 03,12499.0,1935051.0
Black drivers,ILLINOIS STATE POLICE 05,2989.0,64088.0
Hispanic drivers,ILLINOIS STATE POLICE 05,1734.0,90967.0
White drivers,ILLINOIS STATE POLICE 05,9544.0,457403.0
Black drivers,ILLINOIS STATE POLICE 06,1991.0,11132.0
Hispanic drivers,ILLINOIS STATE POLICE 06,726.0,6777.0
White drivers,ILLINOIS STATE POLICE 06,7255.0,154784.0
Black drivers,ILLINOIS STATE POLICE 07,1191.0,13668.0
Hispanic drivers,ILLINOIS STATE POLICE 07,642.0,15885.0
White drivers,ILLINOIS STATE POLICE 07,9353.0,178311.0
Black drivers,ILLINOIS STATE POLICE 08,1944.0,24659.0
Hispanic drivers,ILLINOIS STATE POLICE 08,363.0,8102.0
White drivers,ILLINOIS STATE POLICE 08,9502.0,257618.0
Black drivers,ILLINOIS STATE POLICE 09,2988.0,21808.0
Hispanic drivers,ILLINOIS STATE POLICE 09,650.0,6321.0
White drivers,ILLINOIS STATE POLICE 09,11844.0,236961.0
Black drivers,ILLINOIS STATE POLICE 10,2726.0,41626.0
Hispanic drivers,ILLINOIS STATE POLICE 10,597.0,14147.0
White drivers,ILLINOIS STATE POLICE 10,9935.0,354460.0
Black drivers,ILLINOIS STATE POLICE 11,4833.0,78120.0
Hispanic drivers,ILLINOIS STATE POLICE 11,565.0,13609.0
White drivers,ILLINOIS STATE POLICE 11,12702.0,392434.0
Black drivers,ILLINOIS STATE POLICE 12,1876.0,4874.0
Hispanic drivers,ILLINOIS STATE POLICE 12,478.0,2504.0
White drivers,ILLINOIS STATE POLICE 12,12524.0,149501.0
Black drivers,ILLINOIS STATE POLICE 13,1808.0,16340.0
Hispanic drivers,ILLINOIS STATE POLICE 13,394.0,5326.0
White drivers,ILLINOIS STATE POLICE 13,12588.0,196379.0
Black drivers,ILLINOIS STATE POLICE 14,473.0,2928.0
Hispanic drivers,ILLINOIS STATE POLICE 14,178.0,2729.0
White drivers,ILLINOIS STATE POLICE 14,6177.0,84710.0
Black drivers,ILLINOIS STATE POLICE 16,1289.0,29528.0
Hispanic drivers,ILLINOIS STATE POLICE 16,718.0,30352.0
White drivers,ILLINOIS STATE POLICE 16,8108.0,255782.0
Black drivers,ILLINOIS STATE POLICE 17,991.0,2328.0
Hispanic drivers,ILLINOIS STATE POLICE 17,709.0,8542.0
White drivers,ILLINOIS STATE POLICE 17,7070.0,110158.0
Black drivers,ILLINOIS STATE POLICE 18,847.0,1312.0
Hispanic drivers,ILLINOIS STATE POLICE 18,238.0,994.0
White drivers,ILLINOIS STATE POLICE 18,6744.0,91696.0
Black drivers,ILLINOIS STATE POLICE 19,424.0,967.0
Hispanic drivers,ILLINOIS STATE POLICE 19,106.0,833.0
White drivers,ILLINOIS STATE POLICE 19,10208.0,67927.0
Black drivers,ILLINOIS STATE POLICE 20,528.0,3468.0
Hispanic drivers,ILLINOIS STATE POLICE 20,183.0,1281.0
White drivers,ILLINOIS STATE POLICE 20,7860.0,76725.0
Black drivers,ILLINOIS STATE POLICE 21,2586.0,12653.0
Hispanic drivers,ILLINOIS STATE POLICE 21,715.0,8353.0
White drivers,ILLINOIS STATE POLICE 21,5213.0,99094.0
Black drivers,ILLINOIS STATE POLICE 22,1328.0,5596.0
Hispanic drivers,ILLINOIS STATE POLICE 22,284.0,1404.0
White drivers,ILLINOIS STATE POLICE 22,6966.0,46936.0
